comments,Label,,,,,,,,,,,,,,,,,,
"b""my husband of 9 years left me just because i could not give him A child, i did all i could to make sure i give him a child, i even went to an extent of forcing him to have sex with me every night but could not work. not until one evening when i was browsing through the internet, i saw a comment on how a woman in same problem like mine was  made home by A man called lord amadi . i read about him and decided to contact him for help, i did as he ask me to do but i was still wondering how can someone just bring back my love he don't even know but i keep doing as he ask me to do. i was very surprise one morning my husband came and started begging me to come back to his life. at first i pretend to be angry then i accepted him back. lord amadi also cast a spell for me to make me have children and as i speak right now i am a mother with 3kids. if there is any one out there who needs his help you can contact him through his personal EMAIL: lordamadi@outlook.com.  phone: +2349066148726. i wish you good luck""",1,,,,,,,,,,,,,,,,,,
"b'For another wild story about frog sex, watch this Wild Sex episode: https://www.facebook.com/WildSex/videos/182658348955513/'",1,,,,,,,,,,,,,,,,,,
"b'Please keep your videos professional and avoid using derogatory terms such as ""supertramp"" or any variation.'",0,,,,,,,,,,,,,,,,,,
"b""I was thinking the other day about these video's and i was wondering; we all know about the biggest penis, biggest  balls  etc etc  .. but witch animals had the smallest in comparisan to its body? Are human males a compatitor for this competion?""",1,,,,,,,,,,,,,,,,,,
b'I would have never guessed that the most promiscuous vertebrate was a frog! \xf0\x9f\x98\xb1',0,,,,,,,,,,,,,,,,,,
"b""Explain how ant colonies reproduce I'm sure that would be interesting (I keep queen ants and know how they reproduce already)""",0,,,,,,,,,,,,,,,,,,
"b""They're doing Gang Bang \xf0\x9f\x91\x8c\xf0\x9f\x91\x88\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3""",0,,,,,,,,,,,,,,,,,,
b'Actually those words make it entertaining because relating a word that does not validate an animal is hilarious! \xf0\x9f\x92\xa1\xe2\x80\x99n \xf0\x9f\x86\x99 a little... It\xe2\x80\x99s called humor \xf0\x9f\xa4\xa8',0,,,,,,,,,,,,,,,,,,
b'Please make one about nudibranchs (sea slugs)! Thank you and love you guys!',0,,,,,,,,,,,,,,,,,,
b'Love the commentator and the way she describes the thingy ..',0,,,,,,,,,,,,,,,,,,
b'DAT frog Is a Hoe man lol',0,,,,,,,,,,,,,,,,,,
"b'Ndung\'u, I lost it at the ""supertramp"" comment near the end \xf0\x9f\x98\x82'",0,,,,,,,,,,,,,,,,,,
"b'Damn, this could describe a biker bash,or drunk cheerleader with a football team !'",0,,,,,,,,,,,,,,,,,,
b'I watched this 5 times!!!!',0,,,,,,,,,,,,,,,,,,
b'Love this channel so much!!!!',0,,,,,,,,,,,,,,,,,,
"b""Hyla means tree frog, right? Do you like that you're kind of named after this frog? Megan Gilbs  \xf0\x9f\x98\x82""",0,,,,,,,,,,,,,,,,,,
b'Ducks! Would love to see an episode about ducks and the spiralized male sec organs.',0,,,,,,,,,,,,,,,,,,
b'lol super Tramp frog Majdi Sleimen',0,,,,,,,,,,,,,,,,,,
b'When she acts like a super tramp... LMAO!',0,,,,,,,,,,,,,,,,,,
b'Ariela if I gotta watch this.. You will too \xf0\x9f\xa4\xa3',0,,,,,,,,,,,,,,,,,,
"b""Andy Gerard, did you know this? Yuck don't know if I want to be a frog no more.""",0,,,,,,,,,,,,,,,,,,
b'Pfft most promiscuous... Clearly never watched the Maury Show.',0,,,,,,,,,,,,,,,,,,
b'Brittany Lohr yo show mike and read and watch this it had me geekin shits whack',0,,,,,,,,,,,,,,,,,,
"b'So nothing wrong with males-female orgies, it\xe2\x80\x99s natural\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,,,,,,,,,,,,,,,,,,
b'Tim Robinson this is the funniest shit',0,,,,,,,,,,,,,,,,,,
b'Shanen Louis yo there\xe2\x80\x99s some spicy animal facts on this page imma like itttttt',0,,,,,,,,,,,,,,,,,,
b'Ashley Demel just thought u shld know',0,,,,,,,,,,,,,,,,,,
"b""Don't slut shame her, bro!""",0,,,,,,,,,,,,,,,,,,
b'Do an alligator hopefully science has figured that out',0,,,,,,,,,,,,,,,,,,
b'Any girl loves sex talking to me on the inbox\xf0\x9f\x98\x8d\xf0\x9f\x98\x83\xf0\x9f\x8d\x86\xf0\x9f\x94\xa5',1,,,,,,,,,,,,,,,,,,
b'Tramp? Promiscuous? Just nature maybe?',0,,,,,,,,,,,,,,,,,,
b'Hopefully Verizon can get their shit together',0,,,,,,,,,,,,,,,,,,
b'gotta clean the junk before you jump up and hump',0,,,,,,,,,,,,,,,,,,
"b'Gwendoline ptn les grenouilles font des orgies donc m\xc3\xaame elles, elles ont une meilleure vie sexuelle que toi \xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,,,,,,,,,,,,,,,,,,
b'At the end is all for the love of the future babies \xf0\x9f\x98\x89',0,,,,,,,,,,,,,,,,,,
b'I\xe2\x80\x99m so ignorant in any wild life! But it is nice to know. Thanks',0,,,,,,,,,,,,,,,,,,
b'My ex used to do the same thing. She was very popular in the neighborhood.',0,,,,,,,,,,,,,,,,,,
b'Taylor Reed I do the same thing tbh',0,,,,,,,,,,,,,,,,,,
"b'If someone have to say that sex is verry good than anything you do like,what would you do or say to thatone?'",1,,,,,,,,,,,,,,,,,,
b'This is where Bukkake originated.',0,,,,,,,,,,,,,,,,,,
b'Shay Lawrence extreme DP extreme MILF sluts gone wild',1,,,,,,,,,,,,,,,,,,
"b""Ally D'Amore-Voreck this is what I was telling you about!""",0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
"b""That's not an orgy... That's a gangbang!!! \xf0\x9f\x98\x82""",0,,,,,,,,,,,,,,,,,,
b'I love these videos!',0,,,,,,,,,,,,,,,,,,
b'Bee frogs are hoes',0,,,,,,,,,,,,,,,,,,
b'Yak...  A Tibetan Yak please',0,,,,,,,,,,,,,,,,,,
b'Hippopotamus',0,,,,,,,,,,,,,,,,,,
b'\xd9\x87\xd8\xa7\xd9\x8a \xd9\x85\xd9\x85\xd9\x83\xd9\x86 \xd8\xb3\xd8\xad\xd8\xa7\xd9\x82\xd9\x8a\xd9\x87 \xd9\x81\xd9\x8a \xd8\xa8\xd9\x84\xd8\xac\xd9\x8a\xd9\x83\xd8\xa7',0,,,,,,,,,,,,,,,,,,
b'Ximena esto si es mucho trabajo \xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'Supertramp! Lmao!',0,,,,,,,,,,,,,,,,,,
b'Friggin twenty???????',0,,,,,,,,,,,,,,,,,,
b'Fuck',1,,,,,,,,,,,,,,,,,,
b'Hi. I want sexy girl',1,,,,,,,,,,,,,,,,,,
b'52832072',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'Eleni Vlaxogianni  \xce\xb1\xce\xba\xcf\x8c\xce\xbc\xce\xb1 \xce\xba\xce\xb1\xce\xb9 \xcf\x84\xce\xb1 \xce\xb2\xce\xb1\xcf\x84\xcf\x81\xce\xac\xcf\x87\xce\xb9\xce\xb1 \xce\xba\xce\xac\xce\xbd\xce\xbf\xcf\x85\xce\xbd \xcf\x80\xce\xb1\xcf\x81\xcf\x84\xce\xbf\xcf\x85\xce\xb6\xce\xb5\xcf\x82 \xce\xbc\xcf\x89\xcf\x81\xce\xb7',0,,,,,,,,,,,,,,,,,,
b'Ohhjvvkhbv',0,,,,,,,,,,,,,,,,,,
b'Thomas no comment......',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'That nice',0,,,,,,,,,,,,,,,,,,
b'Anyone girl sex with. Me',1,,,,,,,,,,,,,,,,,,
"b""Who's her pimp.""",0,,,,,,,,,,,,,,,,,,
b'Supertramp',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'Up sssstt. .....',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'Talk about a gang sex',1,,,,,,,,,,,,,,,,,,
b'\xd8\xa7\xd8\xa8\xd9\x88 \xd8\xa8\xd9\x88\xd9\x84\xd8\xa9',0,,,,,,,,,,,,,,,,,,
"b""I love this channel! It's great!""",0,,,,,,,,,,,,,,,,,,
b'Why i am here??? Wtf',0,,,,,,,,,,,,,,,,,,
b'\xd8\xae\xd9\x84\xd9\x88\xd9\x88\xd9\x88\xd8\xa9',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'\xd9\x85\xd9\x85\xd9\x83\xd9\x86 \xd8\xaf\xd8\xb9\xd9\x85',0,,,,,,,,,,,,,,,,,,
b'Shihab Farhad \xe0\xa6\xac\xe0\xa7\x81\xe0\xa6\x9d\xe0\xa6\xa4\xe0\xa7\x87\xe0\xa6\x87 \xe0\xa6\xaa\xe0\xa6\xbe\xe0\xa6\xb0\xe0\xa6\x9b\xe0\xa7\x8b Gang bang \xe0\xa6\xb6\xe0\xa6\xac\xe0\xa7\x8d\xe0\xa6\xa6\xe0\xa7\x87\xe0\xa6\xb0 \xe0\xa6\x89\xe0\xa7\x8e\xe0\xa6\xaa\xe0\xa6\xa4\xe0\xa7\x8d\xe0\xa6\xa4\xe0\xa6\xbf \xe0\xa6\x95\xe0\xa7\x87\xe0\xa6\xa8 \xe0\xa6\xb9\xe0\xa7\x9f\xe0\xa7\x87\xe0\xa6\x9b\xe0\xa7\x87!!!!',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'Yes',0,,,,,,,,,,,,,,,,,,
b'Kidd Marksen someone I used to know',0,,,,,,,,,,,,,,,,,,
b'No',0,,,,,,,,,,,,,,,,,,
b'Ri Ro leg pump lol',0,,,,,,,,,,,,,,,,,,
b'To funny !!',0,,,,,,,,,,,,,,,,,,
b'Ang ganda mo naman lodi',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'Add me',0,,,,,,,,,,,,,,,,,,
b'huhu funny!!!',0,,,,,,,,,,,,,,,,,,
b'sibuk',0,,,,,,,,,,,,,,,,,,
b'05314341763 orospu nosudur aray\xc4\xb1n bosalts\xc4\xb1n \xf0\x9f\xa4\x93\xf0\x9f\xa4\x93',0,,,,,,,,,,,,,,,,,,
b'01221198491\xd8\xaa\xd8\xb9\xd8\xa7\xd9\x84\xd9\x89',0,,,,,,,,,,,,,,,,,,
b'Chloe Simmons',0,,,,,,,,,,,,,,,,,,
b'sibuk',0,,,,,,,,,,,,,,,,,,
b'Thats shit',0,,,,,,,,,,,,,,,,,,
b'Thats shit',0,,,,,,,,,,,,,,,,,,
b'Ptingin nga kng mganda',0,,,,,,,,,,,,,,,,,,
b'Join 20 male \xe0\xb9\x84\xe0\xb8\xab\xe0\xb8\xa1\xe0\xb8\xa5\xe0\xb8\xb0 555 Ktn Banchamek',0,,,,,,,,,,,,,,,,,,
b'\xd8\xa8\xd8\xaf\xd9\x8a \xd8\xb4\xd8\xb1\xd9\x85\xd9\x88\xd8\xb7\xd8\xa9 \xd8\xaa\xd8\xad\xd9\x83\xd9\x8a\xd9\x86\xd9\x8a',0,,,,,,,,,,,,,,,,,,
b'Luan Echnhai =))) c\xc3\xa1i n\xc3\xa0y hay ko n\xc3\xa8',0,,,,,,,,,,,,,,,,,,
b'WTF',0,,,,,,,,,,,,,,,,,,
b'.\xd9\x85\xd9\x85\xd9\x83\xd9\x86 \xd8\xa7\xd8\xb1\xd9\x85\xd9\x84\xd9\x87 \xd8\xa7\xd9\x88 \xd9\x85\xd8\xb7\xd9\x84\xd9\x82\xd9\x87 \xd9\x84\xd8\xb9\xd9\x84\xd8\xa7\xd9\x82\xd9\x87 \xd8\xac\xd8\xa7\xd8\xaf\xd9\x87 \xd9\x85\xd9\x86 \xd9\x83\xd8\xaf\xd9\x86\xd8\xaf\xd8\xa7 \xd8\xb9\xd8\xb1\xd8\xa8\xd9\x8a\xd9\x83',0,,,,,,,,,,,,,,,,,,
b'Omg',0,,,,,,,,,,,,,,,,,,
b'Wooo',0,,,,,,,,,,,,,,,,,,
b'em',0,,,,,,,,,,,,,,,,,,
b'Hii',0,,,,,,,,,,,,,,,,,,
b'nice',0,,,,,,,,,,,,,,,,,,
"b'Trojan Ultra Ribbed Lubricated Condoms, 36 count https://goo.gl/26jJcL Price: $13.75 ($0.38 / Count) $14.47 Save $0.72 (5%) About the product \xe2\x80\xa2\tLatex \xe2\x80\xa2\tMade in USA \xe2\x80\xa2\tFeatures deeper ribs along the entire condom to increase stimulation \xe2\x80\xa2\tMade from premium quality latex to help reduce the risk \xe2\x80\xa2\tContains a silky-smooth lubricant for comfort and sensitivity \xe2\x80\xa2\tThe special reservoir tip provides extra safety and the tapered base ensures a secure fit \xe2\x80\xa2\tElectronically tested to help ensure reliability'",0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'Conclusion: Orgies for better adaptation \xf0\x9f\xa4\xa3',0,,,,,,,,,,,,,,,,,,
b'What is this??? Someone please tell',0,,,,,,,,,,,,,,,,,,
"b""What ever u want. I'll give you.""",0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'its like a ROBUST',0,,,,,,,,,,,,,,,,,,
b'amtg.',0,,,,,,,,,,,,,,,,,,
b'sunny laeuny',0,,,,,,,,,,,,,,,,,,
b'0772052433',0,,,,,,,,,,,,,,,,,,
b'Isaya',0,,,,,,,,,,,,,,,,,,
b'MAISHA',0,,,,,,,,,,,,,,,,,,
b'Scandal',0,,,,,,,,,,,,,,,,,,
b'So fane',0,,,,,,,,,,,,,,,,,,
b'So fane',0,,,,,,,,,,,,,,,,,,
b'\xd9\x87\xd8\xaf\xd8\xac\xd9\x8a\xd8\xaf',0,,,,,,,,,,,,,,,,,,
b'vibeos',0,,,,,,,,,,,,,,,,,,
b'\xd8\xad\xd8\xa8 \xd8\xa7\xd9\x84\xd9\x88\xd8\xb7\xd9\x86 \xd9\x85\xd9\x86 \xd8\xa7\xd9\x84\xd8\xa7\xd9\x8a\xd9\x85\xd8\xa7\xd9\x86',0,,,,,,,,,,,,,,,,,,
b'Mga sex',1,,,,,,,,,,,,,,,,,,
b'Mariah hahahahaha',0,,,,,,,,,,,,,,,,,,
b'Hi',0,,,,,,,,,,,,,,,,,,
b'\xf0\x9f\x98\xad',0,,,,,,,,,,,,,,,,,,
b'Wtf',0,,,,,,,,,,,,,,,,,,
b'\xd9\x8a\xd8\xab',0,,,,,,,,,,,,,,,,,,
b'Sexc',1,,,,,,,,,,,,,,,,,,
b'com',0,,,,,,,,,,,,,,,,,,
b'fool',0,,,,,,,,,,,,,,,,,,
b'r',0,,,,,,,,,,,,,,,,,,
b'Cul',0,,,,,,,,,,,,,,,,,,
b'wow',0,,,,,,,,,,,,,,,,,,
b'lol',0,,,,,,,,,,,,,,,,,,
b'Kantutan',0,,,,,,,,,,,,,,,,,,
b'Kantutan',0,,,,,,,,,,,,,,,,,,
b'08135703714',0,,,,,,,,,,,,,,,,,,
b'Hii',0,,,,,,,,,,,,,,,,,,
b'\xd8\xad\xd9\x84\xd9\x88\xd9\x88\xd9\x87',0,,,,,,,,,,,,,,,,,,
b'S\xc4\xb1r saklamayacak ki\xc5\x9filer aramas\xc4\xb1n kendine g\xc3\xbcvenen ki\xc5\x9filer aras\xc4\xb1n 05442814526',0,,,,,,,,,,,,,,,,,,
b'HI',0,,,,,,,,,,,,,,,,,,
b'@meraykal add me',0,,,,,,,,,,,,,,,,,,
b'05442814526',0,,,,,,,,,,,,,,,,,,
b'Dami nung alam',0,,,,,,,,,,,,,,,,,,
b'05442814526',0,,,,,,,,,,,,,,,,,,
b'Neo Maleka',0,,,,,,,,,,,,,,,,,,
b'GRET',0,,,,,,,,,,,,,,,,,,
b'Luis Alves what a slut!',0,,,,,,,,,,,,,,,,,,
b'Hi',0,,,,,,,,,,,,,,,,,,
b'sexvido',0,,,,,,,,,,,,,,,,,,
b'Charles Marshall baths are a big deal',0,,,,,,,,,,,,,,,,,,
b'srxe',0,,,,,,,,,,,,,,,,,,
b'Isobella Austin frothing loins etc',0,,,,,,,,,,,,,,,,,,
b'\xd9\x85\xd9\x86\xd9\x88\xd8\xb1',0,,,,,,,,,,,,,,,,,,
b'Nzyimi Kyalo getting weirder',0,,,,,,,,,,,,,,,,,,
b'Luis Montoya tu mi amor',0,,,,,,,,,,,,,,,,,,
b'Darvesh Rathore \xe0\xa4\xb0\xe0\xa5\x81\xe0\xa4\xa6\xe0\xa5\x8d\xe0\xa4\xb0 biology \xf0\x9f\x98\x8d',0,,,,,,,,,,,,,,,,,,
"b""Kathryn Rosamond Johnson you'd fit in with these frogs""",0,,,,,,,,,,,,,,,,,,
b'Loool Brandon wtf',0,,,,,,,,,,,,,,,,,,
b'http://link.tl/1dbCh    Porn archive',0,,,,,,,,,,,,,,,,,,
b'Earl Sisa bastus oh',0,,,,,,,,,,,,,,,,,,
b'Gustavo Mininel to rachando',0,,,,,,,,,,,,,,,,,,
b'Umm \xf0\x9f\x98\x90 Latoya Melanin Soooo Ronmecca',0,,,,,,,,,,,,,,,,,,
b'<3',0,,,,,,,,,,,,,,,,,,
b'Diego wtf \xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'BRO WHAAAT Enrico Rossetti',0,,,,,,,,,,,,,,,,,,
b'Maja Fr\xc3\xb8hlke S\xc3\xb8rensen jeg t\xc3\xa6nkte lige p\xc3\xa5 dig \xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98',0,,,,,,,,,,,,,,,,,,
b'You a frog \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 Dalia Aguilar',0,,,,,,,,,,,,,,,,,,
b'Sydney Jordan frothy nests',0,,,,,,,,,,,,,,,,,,
b'Bashar Shamwna shraaaameeeet',0,,,,,,,,,,,,,,,,,,
b'Sashi Jha tumio jao',0,,,,,,,,,,,,,,,,,,
"b'If someone have to say that sex is verry good than anything you do like,what would you do or say to thatone?'",0,,,,,,,,,,,,,,,,,,
b'Kenzie Mitchell wtaf \xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'Agatha\n:D',0,,,,,,,,,,,,,,,,,,
b'John Ezekiel Hirro dont judge pre',0,,,,,,,,,,,,,,,,,,
"b'Trojan Ultra Ribbed Lubricated Condoms, 36 count https://goo.gl/26jJcL Price: $13.75 ($0.38 / Count) $14.47 Save $0.72 (5%) About the product \xe2\x80\xa2\tLatex \xe2\x80\xa2\tMade in USA \xe2\x80\xa2\tFeatures deeper ribs along the entire condom to increase stimulation \xe2\x80\xa2\tMade from premium quality latex to help reduce the risk \xe2\x80\xa2\tContains a silky-smooth lubricant for comfort and sensitivity \xe2\x80\xa2\tThe special reservoir tip provides extra safety and the tapered base ensures a secure fit \xe2\x80\xa2\tElectronically tested to help ensure reliability'",0,,,,,,,,,,,,,,,,,,
b'Anna Mj Barbara Jim frogy',0,,,,,,,,,,,,,,,,,,
b'Qookie Chu Heather Larsen Britta Alpen Michelle Clarke Ann Steward Danny Banas',0,,,,,,,,,,,,,,,,,,
b'Poppy Woody Naomi Andy',0,,,,,,,,,,,,,,,,,,
b'Riley Struthers haha\xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'Dior \xe2\x98\xba\xef\xb8\x8f',0,,,,,,,,,,,,,,,,,,
b'Peter \xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'Bella Moran Brandi Davis its me',0,,,,,,,,,,,,,,,,,,
b'Benjamin N Jones Sarah Smith freaks',0,,,,,,,,,,,,,,,,,,
b'C\xc3\xadntia Gomes olha a\xc3\xad',0,,,,,,,,,,,,,,,,,,
b'Va Xiong Chong Xiong lol',0,,,,,,,,,,,,,,,,,,
b'\xec\x9d\xb4\xec\xa2\x85\xec\x9a\xb0ow..',0,,,,,,,,,,,,,,,,,,
b'Angel Villarreal Jaime Trevi\xc3\xb1o',0,,,,,,,,,,,,,,,,,,
b'Damn \xf0\x9f\x98\x82\xf0\x9f\x98\x82 Andre Pope Jr.',0,,,,,,,,,,,,,,,,,,
b'Dichen Bhotia whatttt',0,,,,,,,,,,,,,,,,,,
b'Taylor E. Smith o',0,,,,,,,,,,,,,,,,,,
b'Briana Kaus \xf0\x9f\x98\xb3',0,,,,,,,,,,,,,,,,,,
b'Osvaldo Noireth XD',0,,,,,,,,,,,,,,,,,,
b'Monica Nicole Treki Thomas Neves',0,,,,,,,,,,,,,,,,,,
b'Stephenie Ang Ching Shan Lai Janice Tsoi fucking cute!',0,,,,,,,,,,,,,,,,,,
b'Alan Cuzen Alan Malcolm Kev Stewart Kieran Mccallum Chris Brown Stevie Murray',0,,,,,,,,,,,,,,,,,,
b'April Lily \xf0\x9f\x98\x81 \xf0\x9f\x98\x82\xf0\x9f\x98\x8f',0,,,,,,,,,,,,,,,,,,
b'Grace Par\xc3\xa9 \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'Ndek mauk boye',0,,,,,,,,,,,,,,,,,,
b'Ndek mauk boye',0,,,,,,,,,,,,,,,,,,
b'Caitlin- \xf0\x9f\x90\xb8',0,,,,,,,,,,,,,,,,,,
b'Jamie Grace Briones wtf..',0,,,,,,,,,,,,,,,,,,
b'Junior Rosales Tatis Lopez Rosales',0,,,,,,,,,,,,,,,,,,
b'Alanna Starer',0,,,,,,,,,,,,,,,,,,
b'Jose Mares',0,,,,,,,,,,,,,,,,,,
b'Kyle Jensen',0,,,,,,,,,,,,,,,,,,
b'Brandon Pennefather',0,,,,,,,,,,,,,,,,,,
b'Nicole Rodrigues',0,,,,,,,,,,,,,,,,,,
b'Prashant',0,,,,,,,,,,,,,,,,,,
b'Bruno Souza',0,,,,,,,,,,,,,,,,,,
b'Jen Randolph \xf0\x9f\x98\xb1\xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'Nikolaj',0,,,,,,,,,,,,,,,,,,
b'Dylan Hughes',0,,,,,,,,,,,,,,,,,,
b'Brett Green',0,,,,,,,,,,,,,,,,,,
b'Gifted Miah',0,,,,,,,,,,,,,,,,,,
b'Matthew Dawson',0,,,,,,,,,,,,,,,,,,
b'Kayla Smith',0,,,,,,,,,,,,,,,,,,
b'Megan Mailer',0,,,,,,,,,,,,,,,,,,
b'Jackie Sayson Obedoza',0,,,,,,,,,,,,,,,,,,
b'Luke Simmons Luke Stoneman interEsting orgy lol',0,,,,,,,,,,,,,,,,,,
b'Megan Cramer',0,,,,,,,,,,,,,,,,,,
b'Woodstock Lozano',0,,,,,,,,,,,,,,,,,,
b'Michael Ellis',0,,,,,,,,,,,,,,,,,,
b'Kimberly',0,,,,,,,,,,,,,,,,,,
b'Mridul Shantanu',0,,,,,,,,,,,,,,,,,,
b'Brandan A. Rucker',0,,,,,,,,,,,,,,,,,,
b'Djamal Djamal',0,,,,,,,,,,,,,,,,,,
b'Kelly',0,,,,,,,,,,,,,,,,,,
b'Ahlam',0,,,,,,,,,,,,,,,,,,
b'Addison Rose Vincent',0,,,,,,,,,,,,,,,,,,
b'Angie Howe Tiffany Briggs',0,,,,,,,,,,,,,,,,,,
b'Peo Lorato Motswagole',0,,,,,,,,,,,,,,,,,,
b'Cerrone Rollins',0,,,,,,,,,,,,,,,,,,
b'Adam Troye',0,,,,,,,,,,,,,,,,,,
b'Dolla Billz',0,,,,,,,,,,,,,,,,,,
b'William Han Madden',0,,,,,,,,,,,,,,,,,,
b'Diontae Matthews',0,,,,,,,,,,,,,,,,,,
b'Rommel Agee',0,,,,,,,,,,,,,,,,,,
b'Gladys Egberts',0,,,,,,,,,,,,,,,,,,
b'Dom Dwight Smith',0,,,,,,,,,,,,,,,,,,
b'Kara Miles',0,,,,,,,,,,,,,,,,,,
b'Christopher Thomas',0,,,,,,,,,,,,,,,,,,
b'Jeetu Ahmed',0,,,,,,,,,,,,,,,,,,
b'Irene Sheffstall',0,,,,,,,,,,,,,,,,,,
b'Felicia Perry',0,,,,,,,,,,,,,,,,,,
b'Kayleb Baumgart',0,,,,,,,,,,,,,,,,,,
b'Kirsten Bywater',0,,,,,,,,,,,,,,,,,,
b'Derrick Varias',0,,,,,,,,,,,,,,,,,,
b'Aoife Carlin',0,,,,,,,,,,,,,,,,,,
b'Julianna Hollinsed Jones',0,,,,,,,,,,,,,,,,,,
b'Trina S Allvs',0,,,,,,,,,,,,,,,,,,
b'Tyrel Irwin',0,,,,,,,,,,,,,,,,,,
b'Kevin Shane Medlin',0,,,,,,,,,,,,,,,,,,
b'Nnicole Yam',0,,,,,,,,,,,,,,,,,,
b'Dave Underwood',0,,,,,,,,,,,,,,,,,,
b'Jonathan Elliott',0,,,,,,,,,,,,,,,,,,
b'John Nayve Salamanca',0,,,,,,,,,,,,,,,,,,
b'Laura Smith',0,,,,,,,,,,,,,,,,,,
b'Mick Wilson',0,,,,,,,,,,,,,,,,,,
b'Alyssa Stevens',0,,,,,,,,,,,,,,,,,,
b'Andrew Fellbaum',0,,,,,,,,,,,,,,,,,,
b'Jeni Straight',0,,,,,,,,,,,,,,,,,,
b'Ramon Velazquez',0,,,,,,,,,,,,,,,,,,
b'Brandne Yanez',0,,,,,,,,,,,,,,,,,,
b'Angel Pogue',0,,,,,,,,,,,,,,,,,,
b'Ben Langham',0,,,,,,,,,,,,,,,,,,
"b""Chloe' Simmons""",0,,,,,,,,,,,,,,,,,,
b'Leacel Hillenbrand',0,,,,,,,,,,,,,,,,,,
b'Efe \xc3\x96zt\xc3\xbcrko\xc4\x9flu',0,,,,,,,,,,,,,,,,,,
b'John Cooper Jr.',0,,,,,,,,,,,,,,,,,,
b'Lyndsay Fraser',0,,,,,,,,,,,,,,,,,,
b'Emily',0,,,,,,,,,,,,,,,,,,
b'Xinyi Lin',0,,,,,,,,,,,,,,,,,,
b'Majo Men\xc3\xa9ndez',0,,,,,,,,,,,,,,,,,,
b'Lelie Cazares',0,,,,,,,,,,,,,,,,,,
b'https://www.youtube.com/watch?v=obUFHy9-0AA',0,,,,,,,,,,,,,,,,,,
b'Woooow\nhttps://youtu.be/RGUqs7Irxq4',0,,,,,,,,,,,,,,,,,,
b'https://chat.whatsapp.com/1AfKkjiCRI6A7CPb0Tv4a8.            porn',1,,,,,,,,,,,,,,,,,,
b'http://dollarstrue.com/?refer=20883',0,,,,,,,,,,,,,,,,,,
"b""Marie-Danielle Sachelle B'Jon""",0,,,,,,,,,,,,,,,,,,
b'Damn woman!',0,,,,,,,,,,,,,,,,,,
b'Shalmali Anushka',0,,,,,,,,,,,,,,,,,,
b'Jordan Smith',0,,,,,,,,,,,,,,,,,,
b'Hi guys please add me if you want.',0,,,,,,,,,,,,,,,,,,
"b""Sounds like a project chick to me so now we know it's nature let's not judge those women either""",0,,,,,,,,,,,,,,,,,,
b'Tuho Onnito Labonno they just slut shamed a frog',0,,,,,,,,,,,,,,,,,,
b'Why are you slut shamming this frog?! \xf0\x9f\xa4\xa3',0,,,,,,,,,,,,,,,,,,
b'Looks like an orgy',0,,,,,,,,,,,,,,,,,,
b'When mom acts like a super tramp \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'Sex',1,,,,,,,,,,,,,,,,,,
b'Sex',1,,,,,,,,,,,,,,,,,,
b'SEX',1,,,,,,,,,,,,,,,,,,
